Neighbourhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
Akhera,28.47762000000006,77.06952000000007,Amici Cafe,28.495684970049822,77.08891691328957,Italian Restaurant
Akhera,28.47762000000006,77.06952000000007,Al Zaitoon,28.4957577675248,77.0889756392799,Middle Eastern Restaurant
Akhera,28.47762000000006,77.06952000000007,Sutra,28.49484090179607,77.08831915785693,Gastropub
Akhera,28.47762000000006,77.06952000000007,Binge Bakery,28.47120009002552,77.10206156244745,Bakery
Akhera,28.47762000000006,77.06952000000007,Three Sixty One,28.501974770492165,77.08818331998025,Restaurant
Akhera,28.47762000000006,77.06952000000007,The Monk,28.463142122986653,77.04903695574885,Chinese Restaurant
Akhera,28.47762000000006,77.06952000000007,Another Fine Day Cafe,28.454797838060543,77.09748507647214,Bistro
Akhera,28.47762000000006,77.06952000000007,Cilantro,28.50092086898358,77.08936302856068,Restaurant
Akhera,28.47762000000006,77.06952000000007,Hyatt Place,28.500691773371567,77.06700660865066,Bed & Breakfast
Akhera,28.47762000000006,77.06952000000007,Chokola,28.4493681607215,77.07999600697141,Dessert Shop
Akhera,28.47762000000006,77.06952000000007,Oh calcutta,28.495203815541032,77.08866128148075,Asian Restaurant
Akhera,28.47762000000006,77.06952000000007,Amaranta,28.50182832054666,77.08810683831236,Seafood Restaurant
Akhera,28.47762000000006,77.06952000000007,Dana Choga,28.482303223839725,77.04953618403329,Indian Restaurant
Akhera,28.47762000000006,77.06952000000007,Chaayos,28.509575502716977,77.0713722986773,Tea Room
Akhera,28.47762000000006,77.06952000000007,China Club,28.48028291707177,77.10221820950966,Chinese Restaurant
Akhera,28.47762000000006,77.06952000000007,Nando's,28.49551662585178,77.08884662333789,Portuguese Restaurant
Akhera,28.47762000000006,77.06952000000007,Chili's,28.50210107517323,77.0976207918191,American Restaurant
Akhera,28.47762000000006,77.06952000000007,The Belvedere,28.50184046228228,77.08817364423577,French Restaurant
Akhera,28.47762000000006,77.06952000000007,Tunday Kababi,28.47110517740906,77.10195780797898,Indian Restaurant
Akhera,28.47762000000006,77.06952000000007,Orange Chopsticks,28.50960951820145,77.07143267422856,Thai Restaurant
Akhera,28.47762000000006,77.06952000000007,Dunkin',28.503969788417628,77.09708320096625,Donut Shop
Akhera,28.47762000000006,77.06952000000007,Sameer Qureshi,28.46620844985384,77.09886214914994,BBQ Joint
Akhera,28.47762000000006,77.06952000000007,Om Sweets,28.4736156184153,77.04798828192092,Indian Restaurant
Akhera,28.47762000000006,77.06952000000007,Bikanerwala,28.469620334659687,77.03628259892638,Indian Restaurant
Akhera,28.47762000000006,77.06952000000007,Karim's,28.480103829990387,77.04770522644316,Mughlai Restaurant
Akhera,28.47762000000006,77.06952000000007,Jamie's Italian,28.504428906063072,77.09683480765626,Italian Restaurant
Akhera,28.47762000000006,77.06952000000007,Subway,28.45417068984416,77.05136099853962,Sandwich Place
Akhera,28.47762000000006,77.06952000000007,Om Sweets & Snacks,28.452976988997865,77.05055472219098,Indian Sweet Shop
Akhera,28.47762000000006,77.06952000000007,Cafe Coffee Day (CCD),28.47826211194333,77.04645969831232,Coffee Shop
ArjunNagar,28.45965000000007,77.02004000000005,Bikanerwala,28.469620334659687,77.03628259892638,Indian Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,The Monk,28.463142122986653,77.04903695574885,Chinese Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,Dunkin',28.44336954748533,77.05596712975918,Donut Shop
ArjunNagar,28.45965000000007,77.02004000000005,Subway,28.45417068984416,77.05136099853962,Sandwich Place
ArjunNagar,28.45965000000007,77.02004000000005,Domino's Pizza,28.476,77.009,Pizza Place
ArjunNagar,28.45965000000007,77.02004000000005,McDonald's,28.466848171643218,77.02652137417243,Fast Food Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,Om Sweets,28.4736156184153,77.04798828192092,Indian Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,Om Sweets & Snacks,28.452976988997865,77.05055472219098,Indian Sweet Shop
ArjunNagar,28.45965000000007,77.02004000000005,Dana Choga,28.482303223839725,77.04953618403329,Indian Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,Wild Fire,28.46832048994275,77.05964223659062,Brazilian Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,Cafe Coffee Day,28.458393664628467,77.04398926972719,Café
ArjunNagar,28.45965000000007,77.02004000000005,Harish BAKERY,28.472280247698087,77.01826082889609,Bakery
ArjunNagar,28.45965000000007,77.02004000000005,Karim's,28.480103829990387,77.04770522644316,Mughlai Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,Bombay Best Pao Bhaji,28.47392400721306,77.01042150617766,Food Truck
ArjunNagar,28.45965000000007,77.02004000000005,Café G,28.46833079550173,77.05957529891124,Indian Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,Barista,28.466812232589188,77.05821998600106,Café
ArjunNagar,28.45965000000007,77.02004000000005,Cafe Coffee Day (CCD),28.47826211194333,77.04645969831232,Coffee Shop
ArjunNagar,28.45965000000007,77.02004000000005,Domino's Pizza,28.443122885121074,77.05529532508407,Pizza Place
ArjunNagar,28.45965000000007,77.02004000000005,Cafe Coffee Day,28.443508602034516,77.05589801073074,Café
ArjunNagar,28.45965000000007,77.02004000000005,Costa Coffee,28.443533221540356,77.05606690279288,Café
ArjunNagar,28.45965000000007,77.02004000000005,Cafe Coffee Day,28.459787604450966,77.0522689819336,Coffee Shop
ArjunNagar,28.45965000000007,77.02004000000005,Oberoi Biryani,28.482318,77.049134,Indian Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,The Tea Room Co,28.461616091765865,77.05235913328558,Tea Room
ArjunNagar,28.45965000000007,77.02004000000005,Costa Coffee,28.439859173258633,77.04410338034477,Coffee Shop
ArjunNagar,28.45965000000007,77.02004000000005,Domino's Pizza,28.47395463713842,77.04769238401109,Pizza Place
ArjunNagar,28.45965000000007,77.02004000000005,Bakers Oven,28.453104459345635,77.05058727875358,Bakery
ArjunNagar,28.45965000000007,77.02004000000005,Cafe Coffee Day (CCD),28.453252855897027,77.05054049699841,Café
ArjunNagar,28.45965000000007,77.02004000000005,Pizza Hut,28.443448550038113,77.056098077495,Pizza Place
ArjunNagar,28.45965000000007,77.02004000000005,Cooper's Grill & Bar,28.460470460685645,77.05144449810592,Restaurant
ArjunNagar,28.45965000000007,77.02004000000005,Gulab Restaurant,28.472236922481688,77.05257687172768,Dessert Shop
ArjunNagar,28.45965000000007,77.02004000000005,"Madras Restaurant, Old Delhi Road, Gurgaon",28.476819674296625,77.04589685986507,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,Roots - Cafe in the Park,28.469499756589546,77.06826400756138,Café
Baded,28.47762000000006,77.06952000000007,Cafe Di Ghent,28.468248362697366,77.08291804597158,Café
Baded,28.47762000000006,77.06952000000007,Sakley's Mountain Cafe,28.46758368316033,77.08169497501491,Café
Baded,28.47762000000006,77.06952000000007,Prego @ The Westin Gurgaon,28.476926081242144,77.07077879942365,Italian Restaurant
Baded,28.47762000000006,77.06952000000007,Di Ghent Boulangerie,28.46840079013386,77.08341954863492,Bagel Shop
Baded,28.47762000000006,77.06952000000007,Cafe Delhi Heights,28.46820072391548,77.08378617082396,Café
Baded,28.47762000000006,77.06952000000007,Swagath Restaurant & Bar,28.46998340735945,77.06293189971409,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,Fat Lulu's,28.467555017176956,77.08155051421342,Pizza Place
Baded,28.47762000000006,77.06952000000007,The Pasta Bowl Company,28.468166837232534,77.08337968660106,Italian Restaurant
Baded,28.47762000000006,77.06952000000007,Fat Lulu's,28.46798754842916,77.0829322455519,Italian Restaurant
Baded,28.47762000000006,77.06952000000007,21 Gun Salute,28.468322781634438,77.06317428587096,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,The Firefly Biztro,28.468760637006525,77.06714718457562,Café
Baded,28.47762000000006,77.06952000000007,Cafe Bali Hai,28.46835525641097,77.08343205234351,Asian Restaurant
Baded,28.47762000000006,77.06952000000007,Haldirams,28.480683564363655,77.08020016769409,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,au bon pain,28.494842329983253,77.0884207850353,Café
Baded,28.47762000000006,77.06952000000007,Pita Pit,28.495091548084687,77.08853413795057,Falafel Restaurant
Baded,28.47762000000006,77.06952000000007,Biryani Blues,28.462280435793986,77.08723313282005,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,Cafe Wanderlust,28.467021916821494,77.08168061763418,Café
Baded,28.47762000000006,77.06952000000007,Starbucks,28.49576647397634,77.0889464116814,Coffee Shop
Baded,28.47762000000006,77.06952000000007,Hard Rock Cafe Gurgaon,28.4936018,77.088325,American Restaurant
Baded,28.47762000000006,77.06952000000007,Mamagoto,28.467691442926334,77.06413271506175,Thai Restaurant
Baded,28.47762000000006,77.06952000000007,The Joint An Addiction,28.46759593690231,77.08150591845121,Burger Joint
Baded,28.47762000000006,77.06952000000007,Pintxo,28.46760694781194,77.08177224611548,Tapas Restaurant
Baded,28.47762000000006,77.06952000000007,"Brix, Street Bar & Rock Cafe",28.46822143501739,77.06270429940967,Diner
Baded,28.47762000000006,77.06952000000007,Farzi Cafe,28.4951679947781,77.08863783102005,Bistro
Baded,28.47762000000006,77.06952000000007,Starbucks,28.458761436516035,77.07251887458456,Coffee Shop
Baded,28.47762000000006,77.06952000000007,Burma Burma,28.494775597417373,77.08840003629125,Burmese Restaurant
Baded,28.47762000000006,77.06952000000007,Saffron,28.500975384990568,77.08931910128075,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,Amici Cafe,28.495684970049822,77.08891691328957,Italian Restaurant
Baded,28.47762000000006,77.06952000000007,Al Zaitoon,28.4957577675248,77.0889756392799,Middle Eastern Restaurant
Baded,28.47762000000006,77.06952000000007,Sutra,28.49484090179607,77.08831915785693,Gastropub
Baded,28.47762000000006,77.06952000000007,Binge Bakery,28.47120009002552,77.10206156244745,Bakery
Baded,28.47762000000006,77.06952000000007,Three Sixty One,28.501974770492165,77.08818331998025,Restaurant
Baded,28.47762000000006,77.06952000000007,The Monk,28.463142122986653,77.04903695574885,Chinese Restaurant
Baded,28.47762000000006,77.06952000000007,Another Fine Day Cafe,28.454797838060543,77.09748507647214,Bistro
Baded,28.47762000000006,77.06952000000007,Cilantro,28.50092086898358,77.08936302856068,Restaurant
Baded,28.47762000000006,77.06952000000007,Hyatt Place,28.500691773371567,77.06700660865066,Bed & Breakfast
Baded,28.47762000000006,77.06952000000007,Chokola,28.4493681607215,77.07999600697141,Dessert Shop
Baded,28.47762000000006,77.06952000000007,Oh calcutta,28.495203815541032,77.08866128148075,Asian Restaurant
Baded,28.47762000000006,77.06952000000007,Amaranta,28.50182832054666,77.08810683831236,Seafood Restaurant
Baded,28.47762000000006,77.06952000000007,Dana Choga,28.482303223839725,77.04953618403329,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,Chaayos,28.509575502716977,77.0713722986773,Tea Room
Baded,28.47762000000006,77.06952000000007,China Club,28.48028291707177,77.10221820950966,Chinese Restaurant
Baded,28.47762000000006,77.06952000000007,Nando's,28.49551662585178,77.08884662333789,Portuguese Restaurant
Baded,28.47762000000006,77.06952000000007,Chili's,28.50210107517323,77.0976207918191,American Restaurant
Baded,28.47762000000006,77.06952000000007,The Belvedere,28.50184046228228,77.08817364423577,French Restaurant
Baded,28.47762000000006,77.06952000000007,Tunday Kababi,28.47110517740906,77.10195780797898,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,Orange Chopsticks,28.50960951820145,77.07143267422856,Thai Restaurant
Baded,28.47762000000006,77.06952000000007,Dunkin',28.503969788417628,77.09708320096625,Donut Shop
Baded,28.47762000000006,77.06952000000007,Sameer Qureshi,28.46620844985384,77.09886214914994,BBQ Joint
Baded,28.47762000000006,77.06952000000007,Om Sweets,28.4736156184153,77.04798828192092,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,Bikanerwala,28.469620334659687,77.03628259892638,Indian Restaurant
Baded,28.47762000000006,77.06952000000007,Karim's,28.480103829990387,77.04770522644316,Mughlai Restaurant
Baded,28.47762000000006,77.06952000000007,Jamie's Italian,28.504428906063072,77.09683480765626,Italian Restaurant
Baded,28.47762000000006,77.06952000000007,Subway,28.45417068984416,77.05136099853962,Sandwich Place
Baded,28.47762000000006,77.06952000000007,Om Sweets & Snacks,28.452976988997865,77.05055472219098,Indian Sweet Shop
Baded,28.47762000000006,77.06952000000007,Cafe Coffee Day (CCD),28.47826211194333,77.04645969831232,Coffee Shop
Badli,28.481815406454725,76.88644919825283,Rosy Pelican (Haryana Tourism),28.467775163074954,76.87440724227493,Indian Restaurant
Badshahpur,28.393490000000046,77.06339000000007,Starbucks,28.406085112898136,77.04474059820247,Coffee Shop
Badshahpur,28.393490000000046,77.06339000000007,Madison & Pike,28.41442642180675,77.06579222853159,Café
Badshahpur,28.393490000000046,77.06339000000007,Bikanervala,28.419830613978288,77.04015579445601,Indian Restaurant
